Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Direction (deg.),Wind Speed Maximum (mph),"Intermittent/Shot Snow ("")"
2018-05-14 08:00,11.52,62.07,32.47,,4.434,140.5,7.51,6.091
2018-05-14 07:00,11.55,61.33,34.31,,3.221,144.9,6.05,1.67
2018-05-14 06:00,11.58,59.37,37.85,,7.456,179.4,12.06,22.37
2018-05-14 05:00,11.6,57.66,37.58,,9.2,184.2,12.88,30.94
2018-05-14 04:00,11.63,57.54,40.91,,9.37,183.4,12.42,32.68
2018-05-14 03:00,11.66,57.29,40.37,,7.186,175.6,8.88,31.01
2018-05-14 02:00,11.69,56.8,42.0,,7.417,182.7,10.78,30.67
2018-05-14 01:00,11.71,57.41,43.36,,6.481,173.4,10.73,31.21
2018-05-14 00:00,11.74,57.66,42.41,,7.155,156.3,10.34,29.0
2018-05-13 23:00,11.77,58.15,38.19,,9.79,133.8,14.24,0.531
2018-05-13 22:00,11.79,58.76,39.01,,8.29,127.9,11.43,-0.675
2018-05-13 21:00,11.82,59.37,43.57,,4.284,86.0,7.7,-3.086
2018-05-13 20:00,11.85,58.14,47.58,,7.192,342.5,12.92,-3.084
2018-05-13 19:00,11.87,58.39,55.75,,3.894,303.6,10.01,-4.357
2018-05-13 18:00,11.9,59.86,52.35,,4.166,319.8,8.48,-3.15
2018-05-13 17:00,11.92,61.95,42.07,,3.713,327.4,10.03,-8.91
2018-05-13 16:00,11.95,62.07,33.56,,5.094,341.6,10.4,-5.563
2018-05-13 15:00,11.97,61.94,31.11,,3.645,290.3,10.29,-5.429
2018-05-13 14:00,12.0,62.56,32.54,,4.942,157.0,12.75,-5.163
2018-05-13 13:00,12.02,60.84,33.7,,4.384,108.5,13.7,-5.364
2018-05-13 12:00,12.05,60.97,34.99,,4.439,171.5,11.22,-1.947
2018-05-13 11:00,12.07,60.6,34.51,,2.846,136.5,9.61,-2.081
2018-05-13 10:00,12.1,58.88,33.9,,5.257,58.08,13.34,-2.081
2018-05-13 09:00,12.12,57.29,30.84,,4.533,44.88,11.34,-1.144
2018-05-13 08:00,12.14,57.42,29.07,,6.484,42.93,9.95,-10.66
2018-05-13 07:00,12.17,56.94,31.52,,7.021,51.69,12.11,-18.77
2018-05-13 06:00,12.19,56.2,32.0,,5.724,58.36,10.99,-21.38
2018-05-13 05:00,12.22,55.1,31.73,,6.36,9.49,10.54,-1.955
2018-05-13 04:00,12.24,52.16,43.57,,2.7,317.3,7.28,-5.171
2018-05-13 03:00,12.27,55.22,33.43,,3.793,54.63,7.48,-4.233
2018-05-13 02:00,12.29,54.12,40.1,,6.866,346.4,13.69,6.487
2018-05-13 01:00,12.32,53.62,39.42,,9.18,353.8,17.62,5.553
2018-05-13 00:00,12.34,51.16,56.7,,7.627,322.8,16.37,7.498
2018-05-12 23:00,12.37,50.31,65.96,,4.534,293.0,17.9,7.43
2018-05-12 22:00,12.39,49.57,71.82,,3.395,288.3,12.58,6.694
2018-05-12 21:00,12.42,48.84,77.47,,3.621,283.6,13.23,6.894
2018-05-12 20:00,12.45,49.57,79.1,,4.385,310.8,13.56,6.091
2018-05-12 19:00,12.48,50.31,78.15,,5.158,288.8,16.46,4.081
2018-05-12 18:00,12.51,51.9,73.65,,4.356,279.1,13.25,1.403
2018-05-12 17:00,12.54,53.6,68.27,,4.748,282.2,10.73,5.761
2018-05-12 16:00,12.6,52.86,63.91,,4.16,330.8,10.74,8.37
2018-05-12 15:00,13.24,53.84,60.78,,3.164,300.8,8.57,8.78
2018-05-12 14:00,13.34,52.99,61.39,,4.112,300.4,10.57,9.31
2018-05-12 13:00,13.2,52.01,60.64,,4.305,299.9,12.15,8.04
2018-05-12 12:00,13.09,51.39,59.49,,3.888,319.6,12.07,9.38
2018-05-12 11:00,12.98,50.29,54.86,,5.502,328.0,11.35,8.44
2018-05-12 10:00,12.83,49.68,49.14,,4.785,313.1,15.5,9.78
2018-05-12 09:00,12.68,50.05,51.25,,4.025,307.3,13.35,10.18
2018-05-12 08:00,11.66,48.7,58.6,,8.43,336.9,18.8,1.945
2018-05-12 07:00,11.65,47.96,51.52,,5.408,324.6,16.61,5.829
2018-05-12 06:00,11.69,46.37,58.47,,9.18,336.6,18.04,4.356
2018-05-12 05:00,11.72,45.02,57.85,,8.87,336.2,18.53,5.963
2018-05-12 04:00,11.75,44.41,62.55,,8.93,336.8,19.3,5.092
2018-05-12 03:00,11.79,43.68,67.65,,5.531,324.6,14.12,7.838
2018-05-12 02:00,11.82,43.19,66.02,,7.801,336.8,14.43,8.24
2018-05-12 01:00,11.85,42.7,71.4,,9.04,336.1,16.55,8.64
2018-05-12 00:00,11.88,41.47,81.3,,6.096,313.9,16.98,7.035
2018-05-11 23:00,11.91,40.74,87.5,,5.607,314.5,17.58,7.905
2018-05-11 22:00,11.94,40.37,87.9,,5.792,315.0,19.23,8.11
2018-05-11 21:00,11.97,39.26,93.4,,3.825,310.6,14.88,7.771
2018-05-11 20:00,12.0,38.77,99.4,,4.501,246.5,16.69,8.04
2018-05-11 19:00,12.03,38.9,99.7,,5.264,299.3,17.77,8.24
2018-05-11 18:00,12.06,39.51,96.2,,4.569,277.6,16.37,6.7
2018-05-11 17:00,12.1,39.88,97.0,,3.938,252.4,15.37,5.695
2018-05-11 16:00,12.15,40.25,94.7,,4.006,259.2,17.76,4.891
2018-05-11 15:00,12.45,40.0,94.7,,4.816,289.2,24.32,4.356
2018-05-11 14:00,12.78,39.02,96.6,,5.056,296.2,19.88,-1.672
2018-05-11 13:00,12.65,39.14,97.7,,4.212,289.6,17.58,-23.84
2018-05-11 12:00,12.51,38.05,99.9,,4.073,290.3,15.33,-34.3
2018-05-11 11:00,12.36,36.58,100.0,,3.857,288.7,13.52,-62.37
2018-05-11 10:00,12.19,36.33,100.0,,3.45,259.5,14.59,-110.9
2018-05-11 09:00,11.07,36.08,99.9,,-7999.0,0.0,-7999.0,-102.3
2018-05-10 18:00,9.86,32.4,98.2,,7.048,349.3,22.52,-70.79
2018-05-10 17:00,10.54,32.04,99.9,,6.536,351.4,15.81,-82.6
2018-05-10 16:00,10.69,33.26,99.4,,5.421,354.2,15.55,-36.49
2018-05-10 15:00,10.79,34.48,95.2,,5.949,341.9,21.42,-47.8
2018-05-10 14:00,10.86,32.64,99.0,,5.157,0.923,15.61,-53.49
2018-05-10 13:00,10.91,34.84,96.0,,2.158,47.55,6.21,-41.51
2018-05-10 12:00,10.95,36.43,88.7,,2.224,8.24,7.49,-54.1
2018-05-10 11:00,10.99,34.72,90.1,,2.377,116.5,8.69,-41.64
2018-05-10 10:00,11.03,34.0,92.2,,2.209,0.438,9.89,-63.08
2018-05-10 09:00,11.06,34.73,92.1,,2.269,9.58,10.42,-65.56
2018-05-10 08:00,11.1,32.53,99.9,,3.769,11.87,12.04,-105.6
2018-05-10 07:00,11.12,31.3,99.4,,2.47,119.1,12.04,-146.5
2018-05-10 06:00,11.15,31.67,99.5,,2.578,204.2,9.86,-132.1
2018-05-10 05:00,11.18,31.67,100.0,,3.108,332.0,12.15,-78.69
2018-05-10 04:00,11.2,31.55,100.0,,4.873,1.918,11.74,-76.95
2018-05-10 03:00,11.23,32.04,99.9,,4.143,4.21,13.63,-59.0
2018-05-10 02:00,11.25,32.9,99.9,,3.521,32.28,12.95,-48.42
2018-05-10 01:00,11.27,33.51,100.0,,2.783,83.0,11.6,-11.78
2018-05-10 00:00,11.29,34.12,100.0,,5.415,27.07,12.94,-23.17
2018-05-09 23:00,11.31,34.12,100.0,,5.473,28.76,13.83,12.86
2018-05-09 22:00,11.33,34.36,100.0,,4.663,39.33,15.52,8.71
2018-05-09 21:00,11.35,34.61,100.0,,4.248,27.72,14.45,16.14
2018-05-09 20:00,11.37,35.22,99.9,,6.373,19.85,17.4,-1.27
2018-05-09 19:00,11.38,36.2,100.0,,4.252,36.8,15.89,-7.03
2018-05-09 18:00,11.4,35.59,100.0,,5.741,9.47,14.28,-9.17
2018-05-09 17:00,11.42,36.08,96.3,,4.556,37.71,17.73,-2.877
2018-05-09 16:00,11.43,35.34,99.9,,5.902,42.05,20.86,1.945
2018-05-09 15:00,11.45,36.68,96.4,,5.068,31.53,23.07,8.05
2018-05-09 14:00,11.46,38.52,97.8,,3.545,18.64,16.67,29.47
2018-05-09 13:00,11.47,39.75,93.1,,2.202,359.8,11.83,-6.758
2018-05-09 12:00,11.49,38.16,93.8,,3.959,40.54,14.81,-10.38
2018-05-09 11:00,11.5,37.55,100.0,,4.206,91.7,12.75,-52.97
2018-05-09 10:00,11.52,37.55,99.9,,4.833,53.62,16.94,81.0
2018-05-09 09:00,11.53,36.81,100.0,,5.087,42.23,18.92,0.337
2018-05-09 08:00,11.55,37.43,99.5,,4.867,21.19,22.37,0.471
2018-05-09 07:00,11.56,37.55,100.0,,6.056,37.94,21.46,0.337
2018-05-09 06:00,11.58,38.04,94.7,,6.642,37.26,18.54,0.337
2018-05-09 05:00,11.6,38.77,100.0,,6.93,54.59,18.03,0.27
2018-05-09 04:00,11.61,39.51,100.0,,6.951,308.3,23.37,0.337
2018-05-09 03:00,11.63,40.49,94.1,,12.1,338.7,35.72,0.337
2018-05-09 02:00,11.65,42.7,99.9,,6.651,349.9,26.33,0.337
2018-05-09 01:00,11.66,44.04,99.6,,6.288,264.1,23.39,0.337
2018-05-09 00:00,11.68,47.11,90.4,,6.155,182.5,15.73,0.337
2018-05-08 23:00,11.7,47.47,87.5,,6.134,213.0,11.43,0.337
2018-05-08 22:00,11.71,47.6,82.6,,2.987,17.15,9.67,0.337
2018-05-08 21:00,11.73,48.09,79.7,,4.119,259.1,8.97,0.337
2018-05-08 20:00,11.75,47.6,84.9,,5.401,3.83,13.67,0.337
2018-05-08 19:00,11.77,46.49,91.5,,6.263,333.0,16.88,0.739
2018-05-08 18:00,11.78,46.86,98.7,,7.219,95.5,29.45,0.337
2018-05-08 17:00,11.82,52.74,85.1,,7.637,165.5,15.09,0.339
2018-05-08 16:00,11.83,56.16,66.01,,9.88,157.9,18.58,0.207
2018-05-08 15:00,11.85,58.37,54.86,,10.75,154.4,20.58,0.072
2018-05-08 14:00,11.86,58.38,57.92,,9.39,148.5,18.98,-0.064
2018-05-08 13:00,11.88,57.89,59.35,,12.15,151.7,21.41,0.069
2018-05-08 12:00,11.9,56.42,60.03,,12.41,150.5,21.82,0.137
2018-05-08 11:00,11.92,54.21,63.77,,13.09,138.6,21.18,0.136
2018-05-08 10:00,11.94,52.5,66.36,,13.78,139.1,21.0,0.136
2018-05-08 09:00,11.95,52.01,65.88,,12.68,137.0,20.33,0.136
2018-05-08 08:00,11.97,52.25,60.51,,11.21,135.6,16.39,0.136
2018-05-08 07:00,11.99,51.52,63.3,,8.24,127.5,13.74,0.069
2018-05-08 06:00,12.01,50.66,72.49,,7.227,137.5,10.0,0.136
2018-05-08 05:00,12.02,49.56,68.47,,6.2,171.2,9.1,0.337
2018-05-08 04:00,12.04,49.68,66.7,,6.292,177.2,8.55,0.471
2018-05-08 03:00,12.06,49.8,50.71,,5.934,180.3,9.43,0.337
2018-05-08 02:00,12.08,50.17,66.63,,4.069,196.4,7.18,0.337
2018-05-08 01:00,12.1,50.05,64.32,,4.651,238.9,7.08,0.471
2018-05-08 00:00,12.12,49.8,54.25,,3.685,266.8,5.79,0.337
2018-05-07 23:00,12.14,50.17,54.86,,3.502,317.7,6.4,0.471
2018-05-07 22:00,12.16,50.29,55.67,,2.2,295.7,5.84,0.337
2018-05-07 21:00,12.17,49.31,71.6,,6.174,325.1,8.88,0.471
2018-05-07 20:00,12.19,47.84,89.2,,7.299,327.8,9.12,0.338
2018-05-07 19:00,12.21,48.7,85.4,,5.603,312.8,9.19,0.471
2018-05-07 18:00,12.23,50.29,80.4,,4.226,298.7,11.72,0.338
2018-05-07 17:00,12.25,53.23,73.23,,3.611,291.4,9.69,0.339
2018-05-07 16:00,12.27,53.23,69.76,,3.951,325.3,10.12,0.337
2018-05-07 15:00,12.28,52.62,63.5,,5.044,299.7,11.93,0.136
2018-05-07 14:00,12.3,51.52,72.76,,4.576,305.7,11.6,0.136
2018-05-07 13:00,12.32,51.03,71.26,,5.528,308.1,10.85,0.136
2018-05-07 12:00,12.34,50.29,70.99,,4.419,310.4,10.55,0.136
2018-05-07 11:00,12.36,48.09,77.05,,4.424,309.9,9.81,0.069
2018-05-07 10:00,12.38,46.62,80.7,,4.738,319.7,12.42,-0.065
2018-05-07 09:00,12.39,43.8,91.5,,5.831,318.8,15.41,0.136
2018-05-07 08:00,12.42,42.45,96.5,,5.051,307.2,16.03,0.27
2018-05-07 07:00,12.43,41.96,100.0,,4.125,300.4,14.56,0.27
2018-05-07 06:00,12.45,41.23,100.0,,4.348,312.4,13.95,0.337
2018-05-07 05:00,12.47,40.86,100.0,,4.101,318.8,14.82,0.337
2018-05-07 04:00,12.49,41.72,100.0,,3.693,303.2,12.9,0.27
2018-05-07 03:00,12.51,42.57,100.0,,3.261,316.9,13.69,0.27
2018-05-07 02:00,12.53,42.33,100.0,,3.823,305.3,15.39,0.337
2018-05-07 01:00,12.55,42.7,98.7,,3.433,308.6,12.97,0.337
2018-05-07 00:00,12.57,43.06,99.3,,3.533,322.7,14.71,0.337
2018-05-06 23:00,12.6,42.94,99.0,,3.666,311.4,13.87,0.337
2018-05-06 22:00,12.64,43.43,95.8,,5.443,318.9,17.0,0.337
2018-05-06 21:00,12.67,43.92,98.6,,6.063,340.3,14.22,0.337
2018-05-06 20:00,12.7,45.02,95.6,,5.077,326.0,12.52,0.337
2018-05-06 19:00,12.74,45.51,93.4,,4.63,332.8,16.33,0.672
2018-05-06 18:00,12.77,46.62,83.9,,3.499,10.78,12.66,0.739
2018-05-06 17:00,12.88,48.33,83.1,,5.554,334.0,14.17,0.471
2018-05-06 16:00,13.22,51.27,68.88,,3.682,349.7,11.49,0.873
2018-05-06 15:00,13.24,52.13,64.79,,3.468,354.6,10.57,1.141
2018-05-06 14:00,13.18,52.74,59.08,,3.765,335.9,8.66,1.409
2018-05-06 13:00,13.2,52.62,60.51,,3.34,320.2,9.17,0.203
2018-05-06 12:00,13.24,52.5,61.32,,3.274,345.6,7.95,0.069
2018-05-06 11:00,13.3,52.62,57.78,,2.272,0.922,7.8,-0.332
2018-05-06 10:00,13.89,51.03,60.85,,4.46,135.7,10.65,-0.067
2018-05-06 09:00,13.93,49.94,60.18,,5.172,317.0,10.8,0.263
2018-05-06 08:00,13.32,48.22,65.01,,6.604,203.7,14.13,0.397
2018-05-06 07:00,12.54,48.22,64.47,,7.386,167.2,13.31,0.33
2018-05-06 06:00,12.56,47.37,68.01,,11.98,170.4,21.75,0.328
2018-05-06 05:00,12.58,45.77,73.59,,14.22,134.3,24.77,0.33
2018-05-06 04:00,12.6,46.02,72.63,,14.24,140.9,25.2,0.464
2018-05-06 03:00,12.62,46.63,70.86,,10.43,128.8,18.67,0.33
2018-05-06 02:00,12.65,46.63,69.1,,11.95,135.3,18.69,0.33
2018-05-06 01:00,12.67,45.9,72.63,,9.63,140.2,17.65,0.464
2018-05-06 00:00,12.7,46.88,65.62,,13.13,136.9,20.45,0.464
2018-05-05 23:00,12.72,46.88,66.98,,12.77,133.1,22.43,0.33
2018-05-05 22:00,12.75,46.51,71.82,,11.12,120.2,19.15,0.464
2018-05-05 21:00,12.78,47.12,68.69,,8.48,96.4,17.23,0.33
2018-05-05 20:00,12.83,45.4,75.36,,9.69,102.6,17.75,0.465
2018-05-05 19:00,12.89,44.41,85.6,,10.45,131.8,16.74,0.47
2018-05-05 18:00,13.8,46.49,83.1,,8.1,104.0,16.78,0.337
2018-05-05 17:00,13.87,47.35,78.2,,8.96,129.3,16.04,0.337
2018-05-05 16:00,13.8,49.07,71.67,,7.563,118.8,14.01,0.27
2018-05-05 15:00,13.69,49.8,72.55,,6.474,145.7,10.07,0.136
2018-05-05 14:00,13.58,50.29,70.04,,8.25,146.7,13.35,0.203
2018-05-05 13:00,13.46,49.68,69.15,,9.0,149.5,14.59,0.203
2018-05-05 12:00,13.35,48.58,69.49,,9.61,135.8,14.61,0.203
2018-05-05 11:00,13.24,47.35,69.29,,8.59,128.2,12.51,0.069
2018-05-05 10:00,13.06,47.96,65.95,,6.094,135.8,11.01,0.069
2018-05-05 09:00,12.99,47.84,65.0,,3.512,153.9,6.49,0.203
2018-05-05 08:00,12.39,48.33,62.07,,5.029,356.9,11.15,0.136
2018-05-05 07:00,12.01,46.5,65.28,,6.159,332.4,11.45,0.198
2018-05-05 06:00,12.03,43.44,69.7,,7.674,332.2,14.04,0.333
2018-05-05 05:00,12.05,43.07,73.04,,4.343,317.4,10.85,0.333
2018-05-05 04:00,12.08,42.45,75.21,,3.928,311.4,10.5,0.336
2018-05-05 03:00,12.1,42.7,76.64,,5.7,323.1,11.61,0.47
2018-05-05 02:00,12.12,41.6,81.7,,7.217,321.8,13.99,0.334
2018-05-05 01:00,12.14,41.23,81.6,,7.277,319.9,14.13,0.337
2018-05-05 00:00,12.16,41.35,80.4,,7.384,326.3,12.13,0.337
2018-05-04 23:00,12.19,42.95,78.89,,5.527,309.9,11.13,0.468
2018-05-04 22:00,12.21,43.31,78.61,,5.921,354.3,12.42,0.605
2018-05-04 21:00,12.24,41.84,69.83,,5.245,346.3,12.55,0.337
2018-05-04 20:00,12.27,40.25,85.8,,6.363,331.3,11.03,0.337
2018-05-04 19:00,12.29,40.86,86.6,,4.319,309.9,10.61,0.337
2018-05-04 18:00,12.33,44.04,80.4,,4.154,322.0,9.34,0.337
2018-05-04 17:00,12.37,43.43,80.0,,4.372,355.5,9.59,0.27
2018-05-04 16:00,12.71,46.0,75.28,,3.64,356.5,9.62,0.069
2018-05-04 15:00,12.98,43.68,77.39,,5.292,352.5,14.83,0.203
2018-05-04 14:00,12.86,47.23,66.5,,2.072,35.78,6.8,-0.065
2018-05-04 13:00,12.77,47.35,62.69,,1.649,344.1,6.73,-0.198
2018-05-04 12:00,12.64,46.49,62.14,,2.159,315.0,7.72,-0.198
2018-05-04 11:00,12.5,42.82,71.12,,2.362,342.6,5.99,-0.065
2018-05-04 10:00,12.36,40.86,69.7,,4.06,333.8,8.34,-0.067
2018-05-04 09:00,12.21,43.2,60.45,,3.118,358.7,10.97,-0.138
2018-05-04 08:00,12.02,39.4,64.53,,4.288,49.74,11.99,-0.005
2018-05-04 00:00,10.26,43.06,91.5,,4.055,81.3,11.93,0.337
2018-05-03 23:00,10.6,43.31,88.3,,4.904,29.57,9.94,0.337
2018-05-03 22:00,10.73,43.92,89.7,,3.41,28.9,7.28,0.337
2018-05-03 21:00,10.81,45.51,84.3,,3.87,15.33,8.87,0.471
2018-05-03 20:00,10.87,45.88,80.3,,5.345,322.3,10.46,0.337
2018-05-03 19:00,10.92,45.88,78.54,,6.436,315.4,15.03,0.27
2018-05-03 18:00,10.96,47.47,76.3,,6.032,358.5,15.33,0.337
2018-05-03 17:00,11.0,49.8,70.24,,4.467,10.02,11.83,0.337
2018-05-03 16:00,11.03,50.66,62.55,,4.804,13.12,9.98,0.337
2018-05-03 15:00,11.06,53.11,56.9,,2.156,54.44,6.57,0.069
2018-05-03 14:00,11.09,53.23,54.93,,3.193,130.9,8.91,-0.065
2018-05-03 13:00,11.11,53.6,55.4,,3.222,157.3,8.52,-0.065
2018-05-03 12:00,11.14,53.61,59.29,,1.84,172.0,8.17,-0.205
2018-05-03 11:00,11.16,49.82,58.14,,2.821,330.1,7.81,-0.206
2018-05-03 10:00,11.17,50.81,58.55,,3.446,305.6,10.23,0.055
2018-05-03 09:00,11.2,50.57,51.95,,3.763,307.3,12.61,-0.081
2018-05-03 08:00,11.22,48.62,53.86,,3.441,299.0,11.49,-0.087
2018-05-03 07:00,11.24,46.17,54.89,,4.355,302.2,14.77,0.247
2018-05-03 06:00,11.26,42.74,62.45,,3.715,291.9,13.43,0.312
2018-05-03 05:00,11.28,40.04,67.28,,4.197,291.5,17.97,0.448
2018-05-03 04:00,11.29,39.92,71.09,,4.958,309.8,18.92,0.382
2018-05-03 03:00,11.31,40.17,69.46,,4.783,306.1,16.96,0.381
2018-05-03 02:00,11.33,40.04,67.42,,4.88,297.4,18.37,0.449
2018-05-03 01:00,11.34,40.78,59.04,,3.532,295.3,13.62,0.382
2018-05-03 00:00,11.36,40.28,62.44,,4.265,291.6,14.27,0.385
2018-05-02 23:00,11.37,41.26,58.49,,5.053,332.3,13.52,0.453
2018-05-02 22:00,11.39,42.11,57.19,,5.706,321.1,17.18,0.39
2018-05-02 21:00,11.4,41.74,63.59,,3.561,323.5,8.08,0.457
2018-05-02 20:00,11.42,40.39,79.52,,4.53,307.8,10.46,0.457
2018-05-02 19:00,11.43,41.5,73.74,,5.677,336.0,16.54,0.39
2018-05-02 18:00,11.44,42.72,78.71,,5.872,3.779,14.83,0.39
2018-05-02 17:00,11.45,44.07,73.12,,3.931,5.185,12.01,0.323
2018-05-02 16:00,11.46,46.4,64.34,,2.501,29.62,7.04,0.189
2018-05-02 15:00,11.48,47.5,61.34,,4.457,165.7,10.57,0.122
2018-05-02 14:00,11.49,47.87,65.16,,3.157,103.0,8.98,-0.079
2018-05-02 13:00,11.5,44.93,73.94,,3.804,337.1,9.35,0.055
2018-05-02 12:00,11.51,43.58,72.65,,3.47,327.3,8.16,0.189
2018-05-02 11:00,11.52,45.55,71.97,,3.304,298.2,11.77,0.183
2018-05-02 10:00,11.53,44.94,63.6,,3.234,281.0,14.41,0.181
2018-05-02 09:00,11.55,42.63,65.18,,4.676,321.4,12.97,0.443
2018-05-02 08:00,11.56,44.35,59.39,,4.433,314.3,11.16,-0.094
2018-05-02 07:00,11.57,42.63,46.86,,9.39,337.8,14.26,0.71
2018-05-02 06:00,11.59,41.04,49.99,,8.93,338.0,14.44,0.978
2018-05-02 05:00,11.6,38.09,61.5,,8.77,323.1,19.77,1.112
2018-05-02 04:00,11.62,37.11,70.76,,6.571,321.5,15.14,1.246
2018-05-02 03:00,11.63,39.2,59.8,,8.31,329.4,12.69,1.179
2018-05-02 02:00,11.65,36.25,78.87,,9.66,325.8,16.24,1.179
2018-05-02 01:00,11.66,32.33,100.0,,9.46,330.1,17.56,0.978
2018-05-02 00:00,11.68,32.82,99.9,,8.69,332.8,17.11,0.844
2018-05-01 23:00,11.69,33.19,99.8,,7.989,318.1,15.89,0.844
2018-05-01 22:00,11.71,32.94,100.0,,6.802,320.5,16.77,0.777
2018-05-01 21:00,11.73,33.07,99.8,,4.556,282.2,14.99,0.777
2018-05-01 20:00,11.74,33.31,100.0,,6.547,309.7,21.73,0.844
2018-05-01 19:00,11.76,33.19,100.0,,6.009,314.3,22.15,0.71
2018-05-01 18:00,11.77,34.17,97.1,,4.767,308.6,15.76,0.71
2018-05-01 17:00,11.79,34.54,96.2,,3.893,325.9,13.03,0.844
2018-05-01 16:00,11.8,34.91,97.0,,3.245,322.3,11.03,0.978
2018-05-01 15:00,11.82,35.15,95.8,,2.455,332.8,9.82,0.71
2018-05-01 14:00,11.83,36.13,95.8,,2.588,319.4,10.07,0.844
2018-05-01 13:00,11.85,35.89,93.9,,2.393,285.0,8.81,1.112
2018-05-01 12:00,11.87,35.89,97.9,,3.08,276.8,11.67,1.246
2018-05-01 11:00,11.88,34.42,99.9,,2.677,228.1,12.12,1.85
2018-05-01 10:00,11.9,33.31,99.9,,3.711,287.2,16.33,1.447
2018-05-01 09:00,11.92,31.47,100.0,,3.717,357.4,16.71,1.581
2018-05-01 08:00,11.93,31.35,100.0,,3.633,259.8,15.65,1.581
2018-05-01 07:00,11.95,31.47,99.9,,5.798,260.8,22.47,1.917
2018-05-01 06:00,11.96,31.11,100.0,,5.107,353.1,22.82,1.783
2018-05-01 05:00,11.98,30.98,100.0,,5.44,344.7,22.79,1.581
2018-05-01 04:00,12.0,30.86,100.0,,5.099,354.1,21.91,1.514
2018-05-01 03:00,12.01,30.98,100.0,,5.129,357.1,21.78,1.581
2018-05-01 02:00,12.03,30.98,100.0,,5.164,339.7,20.68,1.581
2018-05-01 01:00,12.05,30.98,99.9,,4.276,348.8,18.25,1.38
2018-05-01 00:00,12.07,30.86,100.0,,4.529,341.5,16.73,0.978
2018-04-30 23:00,12.08,30.98,99.9,,4.596,302.7,21.09,1.179
2018-04-30 22:00,12.1,30.98,100.0,,4.348,286.7,17.83,1.38
2018-04-30 21:00,12.12,31.11,100.0,,4.129,307.5,16.21,1.38
2018-04-30 20:00,12.13,31.1,99.9,,4.197,291.5,16.59,1.18
2018-04-30 19:00,12.15,31.34,99.8,,3.646,292.9,18.27,1.116
2018-04-30 18:00,12.16,31.59,99.6,,4.1,339.2,15.23,1.185
2018-04-30 17:00,12.18,32.07,99.6,,3.776,349.9,13.71,1.119
2018-04-30 16:00,12.19,32.57,99.6,,4.327,8.65,16.24,1.519
2018-04-30 15:00,12.21,32.56,98.5,,4.447,354.7,11.18,1.388
2018-04-30 14:00,12.23,32.32,99.4,,4.453,353.3,12.15,1.452
2018-04-30 13:00,12.24,32.44,99.4,,4.76,357.7,12.16,1.654
2018-04-30 12:00,12.26,34.16,93.8,,3.934,351.6,9.65,1.52
2018-04-30 11:00,12.27,32.33,96.2,,3.922,353.3,8.52,1.247
2018-04-30 10:00,12.29,31.96,99.0,,3.468,348.5,10.52,2.319
2018-04-30 09:00,12.31,30.74,99.9,,2.749,54.54,21.23,1.918
2018-04-30 08:00,12.33,29.39,100.0,,8.14,99.7,45.04,1.382
2018-04-30 07:00,12.36,29.01,99.9,,8.28,340.6,43.2,1.387
2018-04-30 06:00,12.38,28.52,100.0,,12.08,353.3,36.4,1.187
2018-04-30 05:00,12.41,28.39,100.0,,5.36,0.635,12.01,1.121
2018-04-30 04:00,12.44,28.63,100.0,,2.617,18.55,8.69,1.194
2018-04-30 03:00,12.47,29.0,99.9,,4.459,18.99,9.69,1.261
2018-04-30 02:00,12.49,29.49,100.0,,2.539,9.69,9.58,1.127
2018-04-30 01:00,12.52,30.47,100.0,,1.595,214.6,6.73,0.792
2018-04-30 00:00,12.55,30.83,99.9,,3.59,27.83,9.76,0.793
2018-04-29 23:00,12.57,30.58,100.0,,3.103,30.54,10.97,0.8
2018-04-29 22:00,12.6,30.7,99.9,,2.474,73.1,9.22,0.598
2018-04-29 21:00,12.62,31.3,100.0,,4.057,34.4,10.87,0.672
2018-04-29 20:00,12.65,32.04,99.9,,2.114,299.4,6.88,0.739
2018-04-29 19:00,12.68,32.53,100.0,,2.817,26.91,10.46,0.739
2018-04-29 18:00,12.72,33.14,97.3,,4.356,347.3,15.3,0.605
2018-04-29 17:00,12.8,32.28,97.1,,3.858,350.0,10.89,0.337
2018-04-29 16:00,13.64,32.65,95.8,,6.297,12.09,14.57,0.338
2018-04-29 15:00,13.61,33.87,90.0,,2.371,20.3,9.73,0.61
2018-04-29 14:00,13.47,36.8,86.2,,2.501,33.51,10.71,0.345
2018-04-29 13:00,13.3,33.86,93.3,,2.905,0.046,10.26,1.081
2018-04-29 12:00,12.8,37.66,81.7,,2.067,347.3,8.29,1.148
2018-04-29 11:00,12.3,35.09,90.9,,2.664,3.284,9.8,1.014
2018-04-29 10:00,12.32,34.84,91.8,,2.52,151.2,33.4,2.487
2018-04-29 09:00,12.33,33.38,92.9,,1.439,156.1,8.16,2.485
2018-04-29 08:00,12.35,33.38,94.2,,1.405,214.6,5.26,2.748
2018-04-29 07:00,12.37,31.06,99.9,,1.901,188.6,6.2,2.614
2018-04-29 06:00,12.38,29.83,100.0,,2.046,56.37,12.27,2.547
2018-04-29 05:00,12.4,29.1,100.0,,2.935,44.84,12.39,2.614
2018-04-29 04:00,12.42,29.34,100.0,,5.373,52.26,14.67,2.347
2018-04-29 03:00,12.44,29.22,100.0,,3.815,70.15,12.09,2.347
